Size_m2,Bedrooms,Bathrooms,Location,YearBuilt,Price
189.8,12,1,Suburb,1962,456
183.76,3,2,Suburb,2000,120
188.22,14,2,Suburb,1969,518
182.83,2,3,City,1966,112
303.05,10,5,Suburb,2022,410
318.29,2,5,Suburb,2022,100
187.2,14,4,Suburb,1985,574
170.01,6,2,Suburb,1993,186
255.85,14,4,Suburb,1998,546
188.41,8,1,City,2019,544
266.45,11,5,Suburb,1985,550
238.11,13,3,Suburb,2021,533
124.95,14,4,City,1969,938
326.65,8,3,Suburb,2013,376
343,9,2,City,1990,621
184.41,8,4,City,1997,560
199.28,9,3,City,1984,540
243.59,1,3,City,2024,65
246.84,2,2,Suburb,2009,96
268.12,6,3,Suburb,1983,198
357.12,2,5,City,1986,140
213.12,5,3,Suburb,2009,190
172.24,14,1,City,2009,742
133.97,4,3,Suburb,1974,120
176.7,14,3,Suburb,1976,672
222.6,5,4,City,1988,350
343,10,1,Suburb,1964,380
190.73,3,3,City,1970,156
239.5,11,4,City,2011,737
223.71,4,2,Suburb,1993,148
303.05,3,1,Suburb,1992,144
391.21,5,5,City,2008,325
189.8,10,3,City,1990,700
192.59,11,2,Suburb,1977,484
293.57,7,3,Suburb,1964,322
269.7,10,1,Suburb,1989,450
346.44,1,1,Suburb,2004,36
263.19,8,4,City,1997,408
201.13,12,3,Suburb,1988,480
263.66,13,2,Suburb,1995,559
297.75,10,5,City,1968,570
278.8,10,1,Suburb,1982,320
258.18,11,2,City,1962,660
295.06,11,5,City,2015,550
301.75,2,3,Suburb,1999,100
315.78,7,2,Suburb,2015,210
267.47,5,3,City,2017,345
213.77,3,4,City,1990,186
234.49,6,4,Suburb,1970,186
304.26,14,3,City,2001,714
171.03,8,2,City,1962,560
249.07,8,3,City,2016,472
198.91,7,1,City,1973,483
226.68,7,1,City,2005,357
309,1,3,City,1978,70
237.37,2,1,City,2019,120
227.89,4,5,Suburb,1990,136
135.27,6,3,City,1995,324
273.97,1,3,Suburb,1991,35
267.28,8,4,City,2022,480
367.25,6,5,Suburb,1985,246
204.48,11,2,City,2024,704
239.23,5,3,Suburb,1961,170
241.18,12,5,Suburb,2004,384
328.69,4,1,Suburb,1984,144
218.51,7,2,Suburb,1999,301
243.13,3,2,City,1977,159
264.77,2,2,City,1971,136
237.09,8,1,City,1983,560
195.38,9,1,City,2002,594
237.55,5,3,Suburb,1991,235
295.52,7,4,City,2006,385
157.19,5,5,City,2004,350
233.56,8,2,City,1994,424
178.65,3,5,City,1968,159
303.51,14,3,Suburb,1969,476
124.49,2,4,City,2024,132
187.94,11,5,City,2018,605
249.63,10,4,Suburb,2016,400
327.85,10,4,Suburb,1969,360
220.46,14,3,City,1978,798
188.22,8,5,Suburb,2009,376
348.66,3,1,City,1964,165
129.41,4,3,City,1988,212
79.99,1,3,City,1964,65
253.72,11,2,City,2019,748
191.75,14,2,Suburb,2024,504
157.56,8,2,Suburb,1987,392
271.46,1,2,Suburb,1960,45
240.8,11,2,Suburb,1988,451
187.66,7,4,City,2010,357
140.47,2,5,Suburb,1995,92
282.24,4,2,Suburb,1991,160
267.56,5,4,City,2023,285
218.23,1,5,City,1973,60
346.34,10,2,Suburb,1991,310
154.31,8,4,City,1968,432
124.3,2,1,City,1970,118
179.21,10,2,City,2007,660
221.76,14,1,Suburb,2010,672
240.8,11,5,Suburb,1963,374
208.94,12,2,Suburb,2000,564
247.96,1,2,City,1984,56
142.42,11,2,Suburb,1976,440
319.87,4,3,City,2006,236
219.34,10,5,Suburb,1967,440
298.4,5,4,City,2017,335
247.4,1,2,City,1960,66
254.83,14,3,Suburb,1961,574
262.27,3,5,Suburb,1969,150
254.28,8,5,Suburb,1986,264
267.1,5,2,Suburb,1972,180
312.34,9,5,City,2022,558
237.74,7,3,Suburb,1970,301
271.46,10,3,City,1973,590
218.88,1,1,City,1985,51
319.59,8,3,Suburb,1998,272
180.23,5,5,City,1987,315
343.37,6,3,Suburb,1976,288
222.13,11,2,Suburb,1996,484
130.53,5,3,Suburb,1986,165
233.19,2,4,City,2006,112
179.95,14,3,Suburb,1993,700
280.1,2,3,Suburb,1977,94
181.81,13,2,City,1994,728
195.38,6,3,Suburb,1977,252
100.34,6,2,Suburb,1993,222
195,9,1,City,1992,603
65.22,7,3,Suburb,2002,245
120.5,10,1,City,1986,510
274.9,9,5,City,2007,477
276.57,1,5,City,1981,57
252.79,6,1,City,1993,420
161.09,14,5,City,2002,896
221.67,7,1,City,1975,364
224.55,4,3,City,1973,264
148.55,12,3,City,1998,744
323.77,14,1,City,1971,728
282.52,7,3,Suburb,2014,217
210.24,3,5,Suburb,1965,129
226.59,1,1,Suburb,1999,37
238.48,3,1,City,1972,192
90.3,1,3,City,1983,63
208.47,11,1,City,2018,682
179.86,11,4,Suburb,2005,550
158.86,6,2,Suburb,2003,258
206.24,11,4,Suburb,1970,385
343.18,9,4,City,2020,495
267,11,3,City,1995,671
187.2,6,1,Suburb,1969,192
262.45,4,5,Suburb,1960,200
316.89,11,3,City,2022,671
285.68,1,4,Suburb,1971,34
228.73,5,5,Suburb,1964,240
182.18,13,5,City,1995,676
270.72,9,2,Suburb,1976,306
250.65,5,4,City,2017,295
283.73,8,2,City,1981,440
266.63,7,5,City,1990,413
293.95,4,2,Suburb,1985,136
189.52,13,4,City,1972,741
311.5,14,3,City,2022,966
237.83,12,4,City,2022,780
361.49,2,3,Suburb,1970,98
179.4,2,5,Suburb,2023,90
339.1,13,2,Suburb,1991,611
237.83,7,5,City,1969,385
181.9,6,1,Suburb,2013,240
192.96,5,5,Suburb,2014,170
203.74,10,1,Suburb,2021,440
252.7,4,2,Suburb,2014,120
259.2,12,2,City,1994,804
187.01,5,1,City,2024,290
223.15,11,2,City,1976,605
365.85,4,2,City,2001,228
338.54,14,3,City,2018,896
253.53,6,3,City,1970,414
227.33,8,1,Suburb,1987,264
232.72,2,5,Suburb,1998,96
265.15,6,1,Suburb,2013,186
157.47,7,4,Suburb,1970,224
207.82,7,5,City,2017,357
114.92,3,3,City,1999,183
251.12,9,5,Suburb,1963,288
267.37,4,2,Suburb,2023,140
192.96,14,5,City,2007,784
328.41,8,5,Suburb,1990,336
144.09,13,2,Suburb,1961,455
128.39,3,3,Suburb,2002,144
239.6,3,2,City,2000,189
293.76,4,2,City,2019,276
335.66,4,1,City,2005,208
194.54,1,1,Suburb,1999,48
295.8,14,4,City,2018,728
222.22,13,1,Suburb,2004,546
213.4,10,4,Suburb,2001,470
282.98,2,3,City,1980,128
267.75,11,2,City,1962,561
120.96,11,2,City,1970,649
322,12,4,City,1983,732
315.68,14,1,City,2009,952
183.58,14,2,City,1980,756
250.84,9,1,City,1984,630
257.34,11,5,Suburb,1963,473
241.92,11,2,City,2002,561
188.59,7,1,Suburb,2006,315
180.6,9,3,City,1982,459
223.06,12,3,Suburb,2019,432
302.03,4,2,Suburb,1980,148
260.59,11,3,City,2010,649
200.39,5,5,City,1974,310
275.64,4,2,City,2017,220
46.45,9,2,Suburb,1985,423
300.45,13,4,City,2018,819
110.28,11,5,City,2004,638
200.95,10,4,Suburb,1994,420
151.06,11,2,Suburb,2023,462
139.54,6,3,Suburb,1986,210
301.19,9,1,Suburb,1990,387
193.98,14,5,Suburb,1971,630
247.59,7,4,Suburb,2004,238
221.67,2,1,Suburb,1991,98
256.23,8,4,Suburb,2013,392
229.84,3,3,City,1991,165
140.28,2,2,City,1974,140
290.41,13,3,Suburb,2014,598
192.31,14,3,Suburb,2000,602
122.26,8,4,Suburb,1999,384
196.58,1,4,Suburb,2008,36
323.58,13,5,Suburb,1997,533
280.75,14,3,City,2015,700
201.79,1,3,Suburb,1993,31
201.79,12,2,Suburb,1960,600
203.64,11,4,City,1969,715
361.58,10,5,Suburb,1999,300
249.91,8,5,Suburb,1975,352
253.07,2,5,City,2005,132
292.64,9,2,Suburb,1983,432
240.53,13,1,Suburb,1973,624
207.73,12,2,Suburb,1998,456
211.82,7,4,City,1977,469
220.09,4,1,Suburb,2000,132
222.32,5,4,Suburb,2015,150
272.67,11,5,City,1995,693
228.17,13,4,City,1983,819
273.04,11,2,Suburb,1988,330
219.44,5,5,Suburb,1981,175
229.93,14,5,Suburb,1970,574
93.18,4,4,Suburb,2000,136
285.12,5,5,Suburb,2008,200
247.59,1,4,Suburb,1970,33
290.51,11,2,Suburb,2011,407
46.45,6,3,City,1967,348
362.32,6,3,City,1990,306
215.63,4,2,Suburb,1965,120
297.75,9,5,City,1972,513
156.36,13,3,Suburb,1965,559
265.15,14,2,Suburb,1986,490
155.43,2,5,Suburb,2004,82
183.67,3,4,Suburb,1985,150
350.8,7,5,City,1963,399
212.19,3,4,Suburb,1996,117
239.13,10,4,Suburb,1980,370
282.05,2,2,Suburb,1987,74
257.43,12,1,Suburb,1991,360
234.67,2,5,City,2012,100
248.79,8,5,Suburb,1992,344
383.04,5,2,City,1985,285
221.02,9,5,City,1976,540
238.02,5,5,Suburb,2015,180
293.95,3,5,Suburb,1989,147
297.57,11,2,Suburb,1964,352
302.96,3,2,City,1965,186
266.82,13,1,City,2021,650
149.48,11,2,Suburb,1969,506
332.31,4,3,Suburb,1969,188
149.3,11,3,City,2003,682
244.71,14,2,Suburb,2015,546
175.12,10,4,City,1963,540
220.55,14,2,City,1972,868
246.47,13,5,City,1978,676
245.91,10,2,City,2021,680
252.6,14,1,Suburb,1968,448
331.01,10,4,Suburb,2005,490
254.65,14,1,City,2015,770
208.75,11,4,Suburb,1999,330
288.28,1,4,City,2021,60
303.14,9,5,Suburb,2005,297
143.91,1,1,City,1965,61
264.12,3,2,Suburb,1988,129
271,14,1,Suburb,1978,616
205.22,9,2,City,1974,486
315.41,9,2,Suburb,2016,432
214.88,12,1,City,1997,720
233.09,3,1,Suburb,1980,138
213.4,10,4,City,2010,570
225.85,3,2,Suburb,1998,99
152.64,7,3,Suburb,1979,329
129.97,12,1,City,1961,624
329.81,11,2,City,1991,550
168.99,10,2,Suburb,1963,430
159.51,9,3,Suburb,1966,432
82.96,14,1,City,1962,896
182.74,8,2,City,1984,464
137.68,11,4,City,1968,704
332.87,1,5,City,1985,59
291.25,10,3,Suburb,2023,300
179.49,3,1,Suburb,1977,117
373.1,11,4,Suburb,1961,407
289.39,3,4,Suburb,1960,90
203.36,10,5,Suburb,2007,370
60.2,2,2,Suburb,2022,94
375.61,11,4,City,1995,660
133.32,1,1,Suburb,2022,41
116.41,1,4,City,1985,61
292.09,10,2,City,1965,500
385.45,7,4,City,1985,448
315.96,8,1,City,2002,496
261.89,9,5,Suburb,1960,315
263.94,9,4,City,1968,558
280.94,10,4,City,1986,690
274.81,11,2,Suburb,1962,374
243.31,5,2,City,2020,300
231.61,5,4,City,1961,330
220.64,8,2,Suburb,1990,360
175.12,2,5,City,2024,130
206.34,4,4,Suburb,1977,160
113.34,8,3,Suburb,1965,264
218.32,4,3,Suburb,2001,120
159.7,7,2,Suburb,1963,329
152.08,7,4,Suburb,1963,329
236.62,1,3,City,2024,52
316.43,11,5,Suburb,2000,451
285.21,4,3,Suburb,2002,144
121.33,14,1,Suburb,2014,462
159.61,3,1,Suburb,1978,90
286.7,1,3,Suburb,1980,38
160.07,7,3,City,2017,476
209.96,7,4,City,1989,448
260.96,8,1,Suburb,1966,368
161,3,4,City,2023,162
231.7,6,3,Suburb,1961,300
136.94,12,4,Suburb,1968,564
185.16,8,1,Suburb,1982,384
245.82,9,2,City,1973,567
119.94,14,4,Suburb,2013,504
253.81,7,5,Suburb,2004,301
223.52,1,2,City,1975,58
261.15,5,1,Suburb,2016,170
239.5,12,5,City,1967,744
314.57,8,3,City,1984,464
233,5,5,Suburb,2000,230
196.49,6,2,City,2021,420
232.81,11,2,Suburb,1977,352
260.59,2,3,City,2009,126
227.98,3,5,City,2000,171
227.43,14,5,City,1993,756
178.56,1,3,Suburb,1971,41
181.16,6,1,City,2001,378
132.39,6,5,Suburb,2014,228
340.02,14,2,Suburb,2018,602
142.88,14,4,Suburb,2010,644
179.12,8,4,City,2012,496
177.44,11,1,City,1968,770
283.73,10,1,Suburb,1962,400
205.41,6,4,Suburb,1967,288
306.95,6,1,Suburb,2018,270
180.42,14,5,Suburb,1989,616
243.13,9,3,Suburb,2014,414
169.83,14,2,Suburb,1993,616
366.04,14,4,City,2002,826
146.6,7,4,Suburb,1987,301
245.17,4,4,Suburb,1996,160
266.54,14,5,Suburb,1989,700
252.05,4,3,Suburb,2021,192
212.56,3,4,City,1988,156
216.28,4,1,City,1961,224
227.71,11,2,Suburb,2016,418
215.07,11,4,Suburb,2016,429
288.28,10,2,Suburb,2001,370
370.31,4,2,City,2008,220
188.04,14,2,City,2016,840
134.62,1,1,City,1977,52
218.97,2,5,Suburb,1986,86
394.65,4,3,City,2013,248
171.87,12,1,Suburb,1983,372
332.69,4,5,Suburb,1993,124
335.29,9,3,Suburb,1981,351
188.31,13,3,Suburb,2022,585
262.27,10,4,Suburb,1995,340
332.04,14,5,City,2020,952
199.83,13,3,City,2001,728
211.35,13,4,City,1992,650
186.46,14,3,Suburb,1968,574
157.94,2,2,City,1984,130
182,5,5,Suburb,1972,225
144.19,2,3,Suburb,2006,86
227.05,13,1,Suburb,2004,481
174.1,7,3,City,1964,441
240.15,7,5,City,1990,427
122.35,13,3,City,1990,767
246.56,3,1,City,2000,171
279.64,3,1,Suburb,2005,108
93.46,12,3,Suburb,2011,504
249.44,1,1,Suburb,1964,45
305.65,14,5,Suburb,1971,434
145.11,14,4,Suburb,1980,490
334.92,10,3,City,1968,530
252.42,6,1,City,1976,420
178.37,7,5,Suburb,1983,273
221.11,4,2,Suburb,1986,156
261.52,5,1,Suburb,1967,245
229.75,4,1,Suburb,2003,156
260.22,4,1,Suburb,2021,124
164.16,5,1,City,1988,340
235.97,10,2,Suburb,1983,370
131.74,1,2,City,1993,70
217.49,5,5,City,2019,335
165.27,8,2,Suburb,1990,368
176.33,9,3,Suburb,1963,387
306.21,13,2,City,1968,910
296.64,11,5,City,2013,638
264.87,5,1,City,1960,250
152.83,10,2,Suburb,2020,490
203.92,5,1,City,1990,260
304.63,1,2,Suburb,2004,31
234.12,5,3,City,2019,310
377.56,14,3,Suburb,2001,434
250.65,3,5,Suburb,1986,96
237.46,10,5,City,2017,570
204.48,4,2,Suburb,1993,180
233.56,8,2,Suburb,1969,256
214.79,3,1,City,1984,162
271.37,10,4,Suburb,1962,430
287.81,4,5,City,1993,220
173.08,4,3,City,1987,224
137.12,8,3,City,1968,536
103.87,7,3,Suburb,1970,259
258.27,8,2,Suburb,1998,336
152.18,6,2,City,1972,306
83.06,6,1,Suburb,1970,180
250.37,13,5,City,1994,884
388.98,5,2,City,1967,335
224.36,11,4,City,1966,715
280.01,2,2,Suburb,2016,62
230.21,14,1,Suburb,1994,644
218.32,2,3,Suburb,1970,84
285.31,8,2,City,1997,544
205.69,5,3,City,2008,315
242.38,8,5,Suburb,1994,392
246.01,9,1,Suburb,1988,306
180.79,8,1,City,2000,496
290.14,2,3,City,1965,116
213.31,13,3,City,1969,702
175.03,12,5,City,1982,708
260.13,13,5,Suburb,2005,468
165.65,7,3,Suburb,1971,259
226.68,5,1,City,2014,350
224.17,11,3,City,1972,693
296.27,6,4,Suburb,1966,282
256.04,8,1,City,1971,512
223.15,13,5,City,2020,689
278.62,7,4,Suburb,1984,350
316.33,13,4,Suburb,1961,507
261.52,1,4,Suburb,1985,31
225.48,13,3,City,2010,663
138.43,3,1,City,2021,189
154.68,5,1,Suburb,1998,250
204.67,8,5,Suburb,1970,328
184.69,11,1,City,2023,605
212.47,12,2,City,2001,720
228.54,5,5,City,1969,315
259.66,6,4,Suburb,1978,198
220.18,5,2,Suburb,1963,220
256.78,2,5,City,1962,126
229.01,10,4,Suburb,1973,300
94.67,6,1,Suburb,1969,204
162.95,13,4,Suburb,1965,390
215.26,10,5,City,1990,510
145.11,8,1,City,1990,552
264.31,7,4,Suburb,2007,217
325.63,6,4,City,1968,318
305,1,5,Suburb,1985,31
210.7,10,4,Suburb,1961,350
322.93,8,1,City,1963,536
234.58,6,1,Suburb,1965,240
202.62,4,4,Suburb,1989,196
184.41,14,5,Suburb,2014,658
204.85,5,2,Suburb,1987,160
199.18,13,3,Suburb,2020,403
235.97,11,1,Suburb,2014,385
235.32,5,3,City,1995,330
225.01,10,4,Suburb,1964,390
253.53,14,5,City,1988,784
303.24,7,4,City,1971,406
287.35,2,5,City,1981,102
127,7,3,City,2018,455
56.58,6,3,City,1998,384
286.33,5,4,Suburb,1961,185
134.8,4,3,Suburb,1973,132
209.96,9,4,City,1969,630
147.72,3,2,Suburb,2007,120
106.1,2,5,City,2023,116
260.41,13,2,Suburb,1962,481
274.81,9,4,City,2019,531
186.83,9,2,City,1980,522
54.16,12,4,City,1978,720
188.78,7,3,Suburb,1979,238
250.56,8,5,Suburb,2017,288
127.37,2,1,City,2001,140
236.9,14,3,City,1969,784
223.8,5,1,Suburb,1982,195
262.92,4,2,Suburb,1971,128
232.63,8,1,City,1968,552
160.72,1,1,City,1988,61
303.61,13,1,City,1979,689
214.33,9,2,Suburb,2024,351
222.97,14,4,City,1962,924
163.32,14,2,Suburb,1967,602
195.56,4,1,Suburb,1998,200
166.48,12,4,City,2023,840
213.4,7,5,Suburb,1990,273
337.52,3,4,City,1981,171
134.43,1,4,City,1964,52
118.54,4,3,Suburb,2017,184
321.63,3,4,City,2022,177
210.98,1,3,Suburb,2020,47
180.7,8,4,Suburb,2011,328
293.29,9,4,City,1992,504
184.88,7,5,Suburb,1981,273
345.04,10,5,Suburb,2010,320
269.42,6,5,City,1970,372
192.68,11,1,Suburb,2017,539
366.87,8,2,City,2009,448
184.88,4,5,City,1976,248
273.69,5,3,Suburb,2005,215
244.52,12,2,Suburb,2003,432
310.48,13,3,City,2016,754
327.58,12,5,Suburb,1964,492
226.87,1,3,City,1998,70
175.22,3,5,Suburb,2017,141
255.11,2,3,City,1968,138
180.14,1,4,City,1982,60
357.4,1,3,Suburb,2006,32
233.74,10,5,Suburb,1995,480
200.76,13,1,Suburb,1990,494
236.9,4,3,City,1982,276
136.1,9,2,City,2015,495
160.82,4,5,Suburb,2005,188
303.79,13,5,Suburb,2017,390
181.53,14,5,City,1995,966
155.89,12,1,Suburb,2019,456
260.13,10,3,Suburb,1973,310
302.86,6,2,City,1984,378
272.11,2,5,Suburb,2003,86
290.41,9,3,City,2005,468
174.94,7,4,City,1972,385
131.18,4,1,Suburb,2021,172
323.67,5,4,Suburb,1978,165
203.55,14,1,Suburb,1971,420
208.29,10,5,City,2007,600
312.25,10,1,City,1992,550
261.43,12,3,City,1996,768
254.83,11,3,Suburb,1965,363
367.34,4,4,City,2002,268
182.37,13,2,City,2009,663
285.86,10,2,City,2005,570
228.54,12,1,Suburb,1987,492
242.48,11,5,City,1970,561
325.44,4,5,Suburb,1979,128
258.27,2,4,Suburb,1989,70
260.22,13,1,City,1995,806
295.43,10,4,City,1995,520
200.76,6,2,City,2017,366
169.55,9,5,Suburb,1987,396
155.98,12,3,Suburb,1998,396
95.32,9,2,Suburb,2002,279
360.18,2,5,Suburb,1964,76
152.18,5,5,City,1972,275
210.24,8,2,City,1968,456
206.52,6,1,Suburb,2016,204
244.99,7,3,Suburb,1986,217
278.52,10,5,Suburb,2020,370
281.4,12,4,Suburb,2009,588
186.36,14,5,Suburb,1993,658
213.77,12,2,Suburb,2024,384
243.41,6,5,Suburb,2004,222
208.38,1,1,Suburb,1993,36
330.64,14,5,City,1967,938
257.16,7,2,City,2007,364
273.13,6,5,Suburb,1995,246
268.4,4,3,City,1970,276
302.03,5,4,City,2011,345
236.72,2,4,City,1995,130
139.35,9,4,Suburb,1990,342
251.12,4,4,Suburb,1983,196
181.9,9,1,Suburb,1980,324
189.99,6,4,City,1989,306
263.38,10,3,Suburb,2023,360
306.3,1,3,City,1998,60
226.22,5,2,Suburb,1960,160
245.08,2,1,Suburb,2001,90
336.87,10,1,City,1964,550
240.62,9,1,Suburb,1971,297
396.14,11,1,City,1988,715
261.99,10,3,Suburb,1962,310
108.88,3,1,Suburb,2020,126
274.44,8,2,Suburb,2010,328
249.91,1,1,City,1995,59
309.74,4,3,Suburb,1961,132
269.14,6,1,City,1988,408
215.63,10,5,City,2000,620
144.19,7,1,City,1988,448
210.98,9,4,Suburb,2023,450
168.8,5,1,Suburb,2017,180
186.55,12,1,Suburb,1969,432
263.57,6,3,Suburb,1970,246
334.73,8,4,Suburb,1966,296
250.75,14,4,City,2020,910
146.04,12,1,City,2012,840
254.09,8,4,City,2024,496
303.61,4,4,City,1986,212
184.6,12,5,City,1966,672
216,1,4,City,2024,61
225.75,14,3,Suburb,2017,658
173.08,6,3,City,1984,330
267.47,14,5,City,2007,854
216.84,4,2,City,1963,280
252.42,7,1,City,1967,434
166.39,2,4,Suburb,2019,92
196.03,4,1,City,1963,216
272.39,6,5,Suburb,1967,222
200.21,12,1,Suburb,1975,408
338.54,8,4,City,1978,504
198.44,11,5,City,1960,671
239.6,5,5,Suburb,1993,170
286.23,6,3,City,2004,372
131.36,11,2,City,2022,748
108.88,12,2,City,1965,612
124.3,3,3,Suburb,1995,117
307.97,7,1,City,1967,490
188.41,1,5,Suburb,1986,32
393.26,3,1,Suburb,1993,108
187.66,4,1,Suburb,1987,192
236.9,10,4,City,1990,700
326.37,6,1,Suburb,1976,264
356.84,10,3,City,2014,640
360.56,8,1,Suburb,1968,384
304.35,2,4,City,2016,128
292.18,6,2,City,2004,360
263.84,11,4,Suburb,1965,385
276.01,6,1,Suburb,1973,240
188.5,8,1,Suburb,1990,344
170.94,8,3,City,2013,440
224.55,10,1,City,1970,670
213.58,12,2,City,1961,612
194.91,6,2,Suburb,1976,204
270.63,4,3,City,1995,212
287.72,9,4,City,1962,594
230.59,7,1,City,2022,448
322.09,8,5,Suburb,2002,392
149.57,7,3,Suburb,1992,350
212,12,4,City,1988,756
177.63,4,2,Suburb,1982,168
101.91,8,3,Suburb,2018,328
219.34,3,1,Suburb,2008,99
216.74,3,5,Suburb,2014,141
324.42,3,4,Suburb,1987,93
266.35,13,3,Suburb,1984,520
157.38,1,5,Suburb,1966,31
346.9,11,5,Suburb,1993,407
305.19,13,2,Suburb,1981,559
263.1,12,4,City,2009,660
209.87,11,5,City,2007,583
161.65,10,2,Suburb,2016,410
200.3,11,4,Suburb,1984,341
296.45,4,2,Suburb,1975,164
348.85,5,5,Suburb,2017,150
326.37,14,1,City,2000,714
192.59,3,1,Suburb,2010,141
151.06,11,4,City,1980,660
234.02,13,2,City,2015,871
108.32,14,4,City,2006,784
246.1,12,4,City,2002,624
215.07,8,3,City,1990,480
194.07,12,4,City,1974,816
119.75,11,2,Suburb,2007,473
258.64,6,4,Suburb,2021,300
189.71,3,1,City,1962,150
147.72,4,3,Suburb,1997,148
46.45,6,2,City,2017,348
222.97,10,4,Suburb,2004,410
341.51,5,5,City,2003,325
334.17,1,2,City,1967,69
194.72,13,5,Suburb,2020,442
185.16,1,5,City,1976,65
255.67,2,1,Suburb,1995,82
159.05,14,4,City,1980,896
244.71,3,3,Suburb,2005,147
275.27,9,3,Suburb,2005,387
305.56,9,3,Suburb,1975,288
218.23,8,4,Suburb,1981,328
211.35,9,2,Suburb,1965,351
166.95,4,1,City,2015,248
170.38,2,5,City,2004,138
209.87,13,5,Suburb,2017,520
248.98,13,5,City,1987,715
284.93,13,5,City,1976,702
171.87,3,4,Suburb,1995,105
323.12,10,4,Suburb,1971,350
206.89,3,3,City,2009,156
223.34,11,5,Suburb,2018,462
175.59,9,1,Suburb,1971,414
65.13,12,3,Suburb,2021,420
282.98,14,1,City,1999,980
273.32,6,1,Suburb,1961,264
206.24,12,1,City,1984,708
229.19,4,1,Suburb,1990,172
258.73,1,5,City,2006,55
121.89,2,2,Suburb,2019,74
189.99,5,1,Suburb,2000,210
277.13,6,3,Suburb,2009,210
142.23,1,2,City,1982,50
244.15,8,4,City,1971,544
135.45,11,4,City,1981,671
255.48,4,4,City,2015,256
222.41,4,4,Suburb,1975,164
118.45,10,1,Suburb,2017,310
301.47,2,1,City,2010,126
176.42,5,4,City,1965,275
171.41,4,1,City,1961,280
238.02,14,4,City,2021,700
300.45,12,5,City,2001,600
157.94,11,1,City,2002,660
228.82,7,2,Suburb,2011,252
253.07,10,5,City,2017,560
270.44,14,2,City,1979,756
236.44,13,5,City,2015,663
200.58,2,4,Suburb,2018,94
170.29,10,5,City,2007,550
230.49,10,1,Suburb,1994,340
154.22,7,5,Suburb,1967,280
46.45,12,2,City,1991,720
253.53,11,2,Suburb,2004,429
284.28,3,2,City,1986,174
69.21,14,3,Suburb,1962,574
158.31,6,5,City,2016,324
265.52,1,1,City,2024,54
360.28,13,2,Suburb,1979,468
226.13,4,5,City,2000,272
176.89,8,5,City,1960,496
212.75,4,2,Suburb,1963,132
315.31,8,2,Suburb,1969,240
182.28,10,3,City,1988,580
172.15,5,4,Suburb,1974,235
192.96,9,2,City,1978,486
162.02,4,4,Suburb,2017,200
232.91,2,2,Suburb,2012,72
331.76,8,5,Suburb,2005,320
246.1,6,5,City,1977,378
208.2,11,3,City,1962,649
205.59,8,5,City,1981,544
121.89,1,4,City,2014,50
282.98,8,4,City,2023,472
219.62,2,4,Suburb,2000,72
212.93,10,4,City,1967,640
435.06,2,3,Suburb,2024,86
244.43,3,3,Suburb,1962,138
175.31,13,1,Suburb,1988,494
196.68,13,5,City,1977,884
300.45,3,5,Suburb,2017,138
232.26,10,2,City,1960,590
130.06,10,1,City,1981,560
285.31,6,3,City,1982,318
180.79,3,2,City,1967,186
348.11,2,2,Suburb,1988,80
295.9,8,2,City,2003,456
195.38,12,2,Suburb,2021,432
309.18,13,3,Suburb,1978,390
229.28,8,1,City,2018,424
280.94,9,2,Suburb,1978,441
256.69,14,5,Suburb,1981,546
169.08,11,4,Suburb,1964,451
182.37,5,3,City,1964,340
292.64,1,4,Suburb,1984,49
202.71,5,2,City,1983,255
198.16,12,4,City,1960,612
161.93,2,4,City,1987,114
252.7,7,1,City,2006,490
360.56,8,2,Suburb,2019,384
154.5,14,2,Suburb,1978,700
226.4,5,5,Suburb,1973,220
317.82,2,1,City,1967,110
219.53,4,5,Suburb,1996,176
254.55,2,2,City,1969,132
154.87,9,4,Suburb,1972,315
252.97,9,2,City,1998,585
212.47,12,5,City,2023,816
289.67,8,4,City,1989,512
302.96,11,5,City,1963,594
395.3,11,5,Suburb,2004,539
262.92,10,3,City,1965,580
246.29,4,4,Suburb,1975,184
237.55,2,2,Suburb,1981,88
201.51,7,4,Suburb,1980,210
247.12,6,1,City,2024,372
205.32,14,1,City,1989,812
235.88,12,4,City,1983,840
311.5,11,4,Suburb,2023,451
158.49,3,2,City,1972,180
299.89,3,1,City,1985,174
311.5,5,2,Suburb,1979,190
217.02,14,4,City,2020,840
85.1,8,3,Suburb,1965,328
184.78,6,2,Suburb,2002,288
310.2,1,3,Suburb,2008,34
223.25,2,5,City,1968,126
158.96,8,3,City,1996,424
191.57,5,4,Suburb,1975,160
280.1,10,1,Suburb,1963,500
260.78,4,4,City,1991,276
209.03,9,3,City,1976,594
200.67,13,4,Suburb,2000,468
199,7,5,Suburb,2004,245
164.07,12,3,Suburb,1975,468
331.2,3,3,City,1979,165
203.55,9,2,Suburb,2001,387
304.91,11,5,City,1969,660
324.97,11,1,Suburb,2011,407
290.51,3,4,City,2019,204
196.4,11,2,Suburb,2007,473
251.4,2,5,City,1982,120
223.15,4,2,City,1992,200
165.27,1,1,City,1984,55
246.19,12,4,City,2009,780
147.16,11,2,City,2014,737
302.96,13,3,City,1963,728
194.17,6,1,Suburb,1987,204
238.02,8,5,Suburb,1988,368
243.41,1,3,Suburb,2007,50
207.73,3,2,City,1972,153
263.38,2,5,City,2002,120
193.52,6,3,Suburb,1968,258
282.15,4,1,City,1999,260
136.2,11,3,City,2005,693
